t_c | Gold: nepal (84.0,28.0) | Model: nepal (84.0,28.0) p = 0
t_i | Gold: switzerland (8.0,47.0) | Model: switzerland (-81.6475,30.07583) p = 14494
t_i | Gold: amsterdam (4.9166667,52.35) | Model: amsterdam (-82.37833,39.9575) p = 675
#############################################
t_i | Gold: england (-2.0,53.0) | Model: england (22.4833333,63.3166667) p = 713
t_i | Gold: pakistan (-0.0,30.0) | Model: pakistan (70.0,30.0) p = 0
t_c | Gold: manchester (-2.2166667,53.5) | Model: manchester (-2.2166667,53.5) p = 39
t_i | Gold: england (-2.0,53.0) | Model: england (22.4833333,63.3166667) p = 713
t_i | Gold: pakistan (-0.0,30.0) | Model: pakistan (70.0,30.0) p = 0
t_i | Gold: england (-2.0,53.0) | Model: england (22.4833333,63.3166667) p = 713
t_i | Gold: pakistan (-0.0,30.0) | Model: pakistan (70.0,30.0) p = 0
t_i | Gold: england (-2.0,53.0) | Model: england (22.4833333,63.3166667) p = 713
t_i | Gold: pakistan (-0.0,30.0) | Model: pakistan (70.0,30.0) p = 0
#############################################
t_i | Gold: chicago (-87.65,41.85) | Model: chicago (121.0980556,13.3966667) p = 758
t_i | Gold: chicago (-87.65,41.85) | Model: chicago (121.0980556,13.3966667) p = 758
t_i | Gold: san diego (-117.15639,32.71528) | Model: san diego (-88.3333333,20.6333333) p = 152
t_i | Gold: san diego (-117.15639,32.71528) | Model: san diego (-88.3333333,20.6333333) p = 152
#############################################
t_i | Gold: russia (100.0,60.0) | Model: russia (-75.0825,43.25861) p = 1003
t_i | Gold: brazil (-55.0,-10.0) | Model: brazil (-84.04167,37.52472) p = 3000
t_i | Gold: moscow (37.6155556,55.7522222) | Model: moscow (-84.22917,38.85694) p = 305
t_i | Gold: russia (100.0,60.0) | Model: russia (-75.0825,43.25861) p = 1003
t_i | Gold: brazil (-55.0,-10.0) | Model: brazil (-84.04167,37.52472) p = 3000
t_i | Gold: russia (100.0,60.0) | Model: russia (-75.0825,43.25861) p = 1003
t_i | Gold: brazil (-55.0,-10.0) | Model: brazil (-84.04167,37.52472) p = 3000
#############################################
t_i | Gold: manama (56.0277778,25.3302778) | Model: manama (50.5830556,26.2361111) p = 410
#############################################
t_c | Gold: nice (7.25,43.7) | Model: nice (7.25,43.7) p = 200
t_c | Gold: france (2.0,46.0) | Model: france (2.0,46.0) p = 0
t_c | Gold: french riviera (7.0,43.5) | Model: null
#############################################
t_i | Gold: new delhi (77.2,28.6) | Model: new delhi (-90.26111,39.03167) p = 363
t_i | Gold: india (77.0,20.0) | Model: india (-89.11111,30.81694) p = 3849
#############################################
t_i | Gold: london (-0.1,51.5166667) | Model: london (125.1294444,6.097222) p = 208
t_i | Gold: london (-0.1,51.5166667) | Model: london (125.1294444,6.097222) p = 208
t_i | Gold: new york (-74.00639,40.71417) | Model: new york (-0.15,53.0833333) p = 5000
t_i | Gold: london (-0.1,51.5166667) | Model: london (125.1294444,6.097222) p = 208
t_i | Gold: tokyo (139.7513889,35.685) | Model: tokyo (147.15,-8.4) p = 2350
t_i | Gold: frankfurt (8.6636111,50.1308333) | Model: frankfurt (14.55,52.35) p = 20
t_i | Gold: paris (2.3333333,48.8666667) | Model: paris (122.0666667,11.3) p = 4
t_c | Gold: sydney (151.2166667,-33.8833333) | Model: sydney (151.2166667,-33.8833333) p = 8475
t_c | Gold: hong kong (114.1833333,22.25) | Model: hong kong (114.16666666666667,22.25) p = 0
t_i | Gold: new york (-74.00639,40.71417) | Model: new york (-0.15,53.0833333) p = 5000
t_i | Gold: london (-0.1,51.5166667) | Model: london (125.1294444,6.097222) p = 208
t_i | Gold: tokyo (139.7513889,35.685) | Model: tokyo (147.15,-8.4) p = 2350
t_i | Gold: frankfurt (8.6636111,50.1308333) | Model: frankfurt (14.55,52.35) p = 20
t_i | Gold: paris (2.3333333,48.8666667) | Model: paris (122.0666667,11.3) p = 4
t_c | Gold: sydney (151.2166667,-33.8833333) | Model: sydney (151.2166667,-33.8833333) p = 8475
t_c | Gold: hong kong (114.1833333,22.25) | Model: hong kong (114.16666666666667,22.25) p = 0
#############################################
t_c | Gold: seoul (126.9997222,37.5663889) | Model: seoul (126.9997222,37.5663889) p = 79
t_c | Gold: seoul (126.9997222,37.5663889) | Model: seoul (126.9997222,37.5663889) p = 79
t_c | Gold: south korea (127.5,37.0) | Model: south korea (127.5,37.0) p = 0
t_c | Gold: yugoslavia (20.75,43.75) | Model: null
t_c | Gold: seoul (126.9997222,37.5663889) | Model: seoul (126.9997222,37.5663889) p = 79
t_c | Gold: belgrade (20.4680556,44.8186111) | Model: belgrade (20.4680556,44.8186111) p = 8794
t_c | Gold: south korea (127.5,37.0) | Model: south korea (127.5,37.0) p = 0
t_c | Gold: north korea (127.0,40.0) | Model: north korea (127.0,40.0) p = 0
t_c | Gold: seoul (126.9997222,37.5663889) | Model: seoul (126.9997222,37.5663889) p = 79
t_i | Gold: canada (-96.0,60.0) | Model: canada (144.78694,13.45861) p = 1223
t_c | Gold: bangladesh (90.0,24.0) | Model: bangladesh (90.0,24.0) p = 0
#############################################
t_c | Gold: albania (20.0,41.0) | Model: albania (20.0,41.0) p = 0
t_i | Gold: tirana (19.9166667,41.3333333) | Model: tirana (73.2444444,34.2388889) p = 1
t_i | Gold: tirana (19.9166667,41.3333333) | Model: tirana (73.2444444,34.2388889) p = 1
t_i | Gold: wiltshire (-1.9166667,51.25) | Model: wiltshire (-77.95,18.4166667) p = 5800
t_i | Gold: tirana (19.9166667,41.3333333) | Model: tirana (73.2444444,34.2388889) p = 1
t_c | Gold: london (-0.1,51.5166667) | Model: london (-0.1166667,51.5) p = 208
t_i | Gold: tirana (19.9166667,41.3333333) | Model: tirana (73.2444444,34.2388889) p = 1
t_c | Gold: albania (20.0,41.0) | Model: albania (20.0,41.0) p = 0
t_c | Gold: albania (20.0,41.0) | Model: albania (20.0,41.0) p = 0
#############################################
t_i | Gold: genoa (9.0666667,44.5) | Model: genoa (-79.66222,34.45611) p = 1140
t_i | Gold: italy (12.8333333,42.8333333) | Model: italy (-79.54111,33.44833) p = 4123
#############################################
t_i | Gold: moscow (37.6155556,55.7522222) | Model: moscow (-84.22917,38.85694) p = 305
#############################################
#############################################
t_c | Gold: s. korea (127.5,37.0) | Model: null
t_c | Gold: seoul (126.9997222,37.5663889) | Model: seoul (126.9997222,37.5663889) p = 79
t_c | Gold: south korea (127.5,37.0) | Model: south korea (127.5,37.0) p = 0
t_c | Gold: poland (20.0,52.0) | Model: poland (20.0,52.0) p = 0
t_c | Gold: poland (20.0,52.0) | Model: poland (20.0,52.0) p = 0
#############################################
t_i | Gold: atlanta (-84.38806,33.74889) | Model: atlanta (-89.1475,33.79833) p = 395
t_i | Gold: colorado (-105.54781,38.99604) | Model: colorado (-88.9833333,15.6166667) p = 1
t_i | Gold: florida (-81.68751,28.06163) | Model: florida (-89.2333333,14.85) p = 469
t_i | Gold: san francisco (-122.41833,37.775) | Model: san francisco (-89.0166667,21.25) p = 4
t_i | Gold: los angeles (-118.24278,34.05222) | Model: los angeles (-89.7166667,14.55) p = 748
t_i | Gold: san diego (-117.15639,32.71528) | Model: san diego (-89.1166667,21.0) p = 152
t_i | Gold: houston (-95.36306,29.76306) | Model: houston (-88.99917,33.89833) p = 3849
#############################################
t_c | Gold: burma (98.0,22.0) | Model: burma (98.0,22.0) p = 0
t_c | Gold: mae sot (98.5666667,16.7166667) | Model: mae sot (98.5666667,16.7166667) p = 1319
t_c | Gold: thailand (100.0,15.0) | Model: thailand (100.0,15.0) p = 0
t_c | Gold: thailand (100.0,15.0) | Model: thailand (100.0,15.0) p = 0
t_c | Gold: burma (98.0,22.0) | Model: burma (98.0,22.0) p = 0
t_c | Gold: mae sot (98.5666667,16.7166667) | Model: mae sot (98.5666667,16.7166667) p = 1319
t_c | Gold: rangoon (96.1666667,16.7833333) | Model: rangoon (96.1666667,16.7833333) p = 168
t_c | Gold: burma (98.0,22.0) | Model: burma (98.0,22.0) p = 0
t_c | Gold: thailand (100.0,15.0) | Model: thailand (100.0,15.0) p = 0
t_c | Gold: bangkok (100.6,13.5333333) | Model: bangkok (100.5166667,13.75) p = 7052
t_c | Gold: rangoon (96.1666667,16.7833333) | Model: rangoon (96.1666667,16.7833333) p = 168
#############################################
t_c | Gold: hong kong (114.1833333,22.25) | Model: hong kong (114.16666666666667,22.25) p = 0
#############################################
t_c | Gold: serbia (21.0,43.0) | Model: serbia (21.0,44.0) p = 0
t_c | Gold: belgrade (20.4680556,44.8186111) | Model: belgrade (20.4680556,44.8186111) p = 8794
t_c | Gold: serbia (21.0,43.0) | Model: serbia (21.0,44.0) p = 0
t_c | Gold: kragujevac (20.9166667,44.0166667) | Model: kragujevac (20.9166667,44.0166667) p = 829
t_c | Gold: serbia (21.0,43.0) | Model: serbia (21.0,44.0) p = 0
#############################################
t_c | Gold: nairobi (37.1666667,-1.2) | Model: nairobi (36.8166667,-1.2833333) p = 5
t_c | Gold: rwanda (30.0,-2.0) | Model: rwanda (30.0,-2.0) p = 0
t_c | Gold: rwanda (30.0,-2.0) | Model: rwanda (30.0,-2.0) p = 0
#############################################
t_i | Gold: australia (135.0,-25.0) | Model: australia (121.5580556,16.8786111) p = 64100
t_c | Gold: zimbabwe (30.9333333,-20.3) | Model: zimbabwe (30.0,-20.0) p = 0
t_i | Gold: colombo (79.8477778,6.9319444) | Model: colombo (32.1461111,-15.8311111) p = 5
t_i | Gold: australia (135.0,-25.0) | Model: australia (121.5580556,16.8786111) p = 64100
t_c | Gold: zimbabwe (30.9333333,-20.3) | Model: zimbabwe (30.0,-20.0) p = 0
t_i | Gold: australia (135.0,-25.0) | Model: australia (121.5580556,16.8786111) p = 64100
t_c | Gold: zimbabwe (30.9333333,-20.3) | Model: zimbabwe (30.0,-20.0) p = 0
#############################################
t_c | Gold: colombia (-72.0,4.0) | Model: null
t_c | Gold: u.s. (-97.0,38.0) | Model: null
#############################################
t_i | Gold: montreal (-73.5833333,45.5) | Model: montreal (-94.34833,35.1175) p = 8420
t_i | Gold: san francisco (-122.41833,37.775) | Model: san francisco (-97.3166667,25.35) p = 4
t_i | Gold: san francisco (-122.41833,37.775) | Model: san francisco (-97.3166667,25.35) p = 4
t_c | Gold: pittsburgh (-97.17778,48.62944) | Model: pittsburgh (-97.17778,48.62944) p = 115
t_i | Gold: new york (-74.00639,40.71417) | Model: new york (-95.66889,32.16778) p = 1055
t_i | Gold: new york (-74.00639,40.71417) | Model: new york (-95.66889,32.16778) p = 1055
t_i | Gold: houston (-91.95583,37.32611) | Model: houston (-97.53972,40.91583) p = 305
t_c | Gold: colorado (-97.13389,29.98556) | Model: colorado (-97.13389,29.98556) p = 4580
#############################################
t_c | Gold: abidjan (-4.0280556,5.3411111) | Model: abidjan (-4.0280556,5.3411111) p = 684
t_i | Gold: south africa (26.0,-30.0) | Model: south africa (24.0,-29.0) p = 0
t_c | Gold: united states (-97.0,38.0) | Model: united states (-97.0,38.0) p = 0
t_c | Gold: abidjan (-4.0280556,5.3411111) | Model: abidjan (-4.0280556,5.3411111) p = 684
#############################################
t_c | Gold: hk (114.1833333,22.25) | Model: null
t_i | Gold: indonesia (120.0,0.0) | Model: indonesia (120.0,-5.0) p = 0
t_i | Gold: new zealand (-0.0,41.0) | Model: new zealand (174.0,-41.0) p = 0
t_c | Gold: hong kong (114.1833333,22.25) | Model: hong kong (114.16666666666667,22.25) p = 0
t_c | Gold: hong kong (114.1833333,22.25) | Model: hong kong (114.16666666666667,22.25) p = 0
t_i | Gold: indonesia (120.0,0.0) | Model: indonesia (120.0,-5.0) p = 0
t_i | Gold: new zealand (-0.0,41.0) | Model: new zealand (174.0,-41.0) p = 0
t_c | Gold: jakarta (106.8294444,-6.1744444) | Model: jakarta (106.8294444,-6.1744444) p = 68
t_i | Gold: new zealand (-0.0,41.0) | Model: new zealand (174.0,-41.0) p = 0
#############################################
t_c | Gold: hk (114.1833333,22.25) | Model: null
t_c | Gold: hong kong (114.1833333,22.25) | Model: hong kong (114.16666666666667,22.25) p = 0
t_i | Gold: china (-0.0,35.0) | Model: china (105.0,35.0) p = 0
t_c | Gold: hong kong (114.1833333,22.25) | Model: hong kong (114.16666666666667,22.25) p = 0
t_i | Gold: beijing (116.5,40.25) | Model: beijing (110.7327778,35.2091667) p = 8520
t_i | Gold: taiwan (121.0,23.5) | Model: taiwan (111.6333333,22.8166667) p = 3000
t_i | Gold: china (-0.0,35.0) | Model: china (105.0,35.0) p = 0
t_i | Gold: taiwan (121.0,23.5) | Model: taiwan (111.6333333,22.8166667) p = 3000
t_c | Gold: hong kong (114.1833333,22.25) | Model: hong kong (114.16666666666667,22.25) p = 0
t_i | Gold: new zealand (-0.0,41.0) | Model: new zealand (174.0,-41.0) p = 0
t_c | Gold: hong kong (114.1833333,22.25) | Model: hong kong (114.16666666666667,22.25) p = 0
t_c | Gold: hong kong (114.1833333,22.25) | Model: hong kong (114.16666666666667,22.25) p = 0
#############################################
t_i | Gold: carlsbad (-117.34972,33.15806) | Model: carlsbad (12.9,50.2166667) p = 11300
t_i | Gold: california (-119.257,37.26842) | Model: california (-15.7833333,11.9166667) p = 875
t_c | Gold: spain (-4.0,40.0) | Model: spain (-4.0,40.0) p = 0
t_c | Gold: slovakia (19.5,48.6666667) | Model: slovakia (19.5,48.666666666666664) p = 0
t_c | Gold: czech republic (15.0,49.75) | Model: czech republic (15.5,49.75) p = 0
t_c | Gold: france (2.0,46.0) | Model: france (2.0,46.0) p = 0
t_i | Gold: japan (138.0,36.0) | Model: japan (19.7116667,42.6913889) p = 1372
t_i | Gold: argentina (-64.0,-34.0) | Model: argentina (-70.8183333,6.8241667) p = 2
#############################################
t_i | Gold: pakistan (-0.0,30.0) | Model: pakistan (70.0,30.0) p = 0
t_i | Gold: london (-0.1,51.5166667) | Model: london (79.55,52.8) p = 208
t_i | Gold: pakistan (-0.0,30.0) | Model: pakistan (70.0,30.0) p = 0
t_i | Gold: england (-2.0,53.0) | Model: england (22.4833333,63.3166667) p = 713
t_i | Gold: england (-2.0,53.0) | Model: england (22.4833333,63.3166667) p = 713
t_i | Gold: pakistan (-0.0,30.0) | Model: pakistan (70.0,30.0) p = 0
#############################################
t_c | Gold: s. korea (127.5,37.0) | Model: null
t_i | Gold: beijing (116.5,40.25) | Model: beijing (123.9119444,39.8825) p = 8520
t_i | Gold: beijing (116.5,40.25) | Model: beijing (123.9119444,39.8825) p = 8520
t_c | Gold: seoul (126.9997222,37.5663889) | Model: seoul (126.9997222,37.5663889) p = 79
t_i | Gold: china (-0.0,35.0) | Model: china (128.5666667,27.3333333) p = 1362
t_i | Gold: china (-0.0,35.0) | Model: china (128.5666667,27.3333333) p = 1362
t_i | Gold: china (-0.0,35.0) | Model: china (128.5666667,27.3333333) p = 1362
#############################################
t_i | Gold: australia (135.0,-25.0) | Model: australia (121.5580556,16.8786111) p = 64100
t_c | Gold: zimbabwe (30.9333333,-20.3) | Model: zimbabwe (30.0,-20.0) p = 0
t_i | Gold: colombo (79.8477778,6.9319444) | Model: colombo (32.1461111,-15.8311111) p = 5
t_i | Gold: australia (135.0,-25.0) | Model: australia (121.5580556,16.8786111) p = 64100
t_c | Gold: zimbabwe (30.9333333,-20.3) | Model: zimbabwe (30.0,-20.0) p = 0
t_i | Gold: australia (135.0,-25.0) | Model: australia (121.5580556,16.8786111) p = 64100
t_c | Gold: zimbabwe (30.9333333,-20.3) | Model: zimbabwe (30.0,-20.0) p = 0
#############################################
t_c | Gold: griqualand west (23.5,-28.5) | Model: null
t_i | Gold: new zealand (-0.0,41.0) | Model: new zealand (174.0,-41.0) p = 0
t_i | Gold: kimberley (24.7666667,-28.7333333) | Model: kimberley (151.1166667,-29.9333333) p = 2700
t_i | Gold: south africa (26.0,-30.0) | Model: south africa (24.0,-29.0) p = 0
t_i | Gold: new zealand (-0.0,41.0) | Model: new zealand (174.0,-41.0) p = 0
t_c | Gold: griqualand west (23.5,-28.5) | Model: null
t_i | Gold: new zealand (-0.0,41.0) | Model: new zealand (174.0,-41.0) p = 0
#############################################
t_c | Gold: sofia (23.3166667,42.6833333) | Model: sofia (23.3166667,42.6833333) p = 340
t_c | Gold: bulgaria (25.0,43.0) | Model: bulgaria (25.0,43.0) p = 0
t_c | Gold: black sea (35.0,43.0) | Model: null
t_c | Gold: balkan (25.5666667,41.7666667) | Model: balkan (25.5666667,41.7666667) p = 301
#############################################
t_i | Gold: new york (-74.00639,40.71417) | Model: new york (-0.15,53.0833333) p = 5000
t_c | Gold: u.s (-97.0,38.0) | Model: null
t_c | Gold: u.s. (-97.0,38.0) | Model: null
t_c | Gold: romania (25.0,46.0) | Model: romania (25.0,46.0) p = 0
t_c | Gold: czech republic (15.0,49.75) | Model: czech republic (15.5,49.75) p = 0
t_c | Gold: sweden (15.0,62.0) | Model: sweden (15.0,62.0) p = 0
t_i | Gold: russia (100.0,60.0) | Model: russia (-74.53306,41.04056) p = 8927
t_c | Gold: sweden (15.0,62.0) | Model: sweden (15.0,62.0) p = 0
t_i | Gold: russia (100.0,60.0) | Model: russia (-74.53306,41.04056) p = 8927
t_i | Gold: australia (135.0,-25.0) | Model: australia (-75.5694444,20.1944444) p = 64100
t_i | Gold: australia (135.0,-25.0) | Model: australia (-75.5694444,20.1944444) p = 64100
t_c | Gold: spain (-4.0,40.0) | Model: spain (-4.0,40.0) p = 0
t_c | Gold: spain (-4.0,40.0) | Model: spain (-4.0,40.0) p = 0
t_c | Gold: spain (-4.0,40.0) | Model: spain (-4.0,40.0) p = 0
t_c | Gold: france (2.0,46.0) | Model: france (2.0,46.0) p = 0
t_i | Gold: south africa (26.0,-30.0) | Model: south africa (24.0,-29.0) p = 0
t_c | Gold: slovakia (19.5,48.6666667) | Model: slovakia (19.5,48.666666666666664) p = 0
t_c | Gold: sweden (15.0,62.0) | Model: sweden (15.0,62.0) p = 0
t_c | Gold: norway (10.0,62.0) | Model: norway (10.0,62.0) p = 0
t_c | Gold: spain (-4.0,40.0) | Model: spain (-4.0,40.0) p = 0
t_c | Gold: zimbabwe (30.9333333,-20.3) | Model: zimbabwe (30.0,-20.0) p = 0
t_c | Gold: czech republic (15.0,49.75) | Model: czech republic (15.5,49.75) p = 0
t_c | Gold: morocco (-5.0,32.0) | Model: morocco (-5.0,32.0) p = 0
t_c | Gold: netherlands (5.75,52.5) | Model: netherlands (5.75,52.5) p = 0
t_c | Gold: austria (13.3333333,47.3333333) | Model: austria (13.333333333333334,47.333333333333336) p = 0
t_i | Gold: south africa (26.0,-30.0) | Model: south africa (24.0,-29.0) p = 0
t_c | Gold: france (2.0,46.0) | Model: france (2.0,46.0) p = 0
t_i | Gold: brazil (-55.0,-10.0) | Model: brazil (-84.04167,37.52472) p = 3000
t_i | Gold: russia (100.0,60.0) | Model: russia (-74.53306,41.04056) p = 8927
t_c | Gold: croatia (15.5,45.1666667) | Model: croatia (15.5,45.166666666666664) p = 0
t_i | Gold: russia (100.0,60.0) | Model: russia (-74.53306,41.04056) p = 8927
t_i | Gold: australia (135.0,-25.0) | Model: australia (-75.5694444,20.1944444) p = 64100
t_c | Gold: spain (-4.0,40.0) | Model: spain (-4.0,40.0) p = 0
t_c | Gold: italy (12.8333333,42.8333333) | Model: italy (12.833333333333334,42.833333333333336) p = 0
t_c | Gold: sweden (15.0,62.0) | Model: sweden (15.0,62.0) p = 0
